Year,AvgTEMP_C,,,,,,,,,,
1995,17.07,,,,,,,,,,
1995,17.57,,,,,,,,,,
1995,17.57,,,,,,,,,,
1995,17.49,,,,,,,,,,
1995,17.97,,,,,,,,,,
1995,20.77,,,,,,,,,,
1995,24.15,,,,,,,,,,
1995,26.06,,,,,,,,,,
1995,27.58,,,,,,,,,,
1995,29.61,,,,,,,,,,
1995,31.38,,,,,,,,,,
1995,31.83,,,,,,,,,,
1995,29.44,,,,,,,,,,
1995,29.77,,,,,,,,,,
1995,29.21,,,,,,,,,,
1995,27.32,,,,,,,,,,
1995,25.84,,,,,,,,,,
1995,24.87,,,,,,,,,,
1995,24.43,,,,,,,,,,
1995,24.31,,,,,,,,,,
1995,22.29,,,,,,,,,,
1995,20.73,,,,,,,,,,
1995,20.31,,,,,,,,,,
1995,20.06,,,,,,,,,,
1995,20,,,,,,,,,,
1995,20.03,,,,,,,,,,
1995,19.82,,,,,,,,,,
1995,19.33,,,,,,,,,,
1995,20.12,,,,,,,,,,
1995,21.68,,,,,,,,,,
1995,22.59,,,,,,,,,,
1995,24.42,,,,,,,,,,
1995,25.47,,,,,,,,,,
1995,27.12,,,,,,,,,,
1995,27.35,,,,,,,,,,
1995,27.83,,,,,,,,,,
1995,27.82,,,,,,,,,,
1995,28.71,,,,,,,,,,
1995,28.09,,,,,,,,,,
1995,26.11,,,,,,,,,,
1995,23.86,,,,,,,,,,
1995,22.41,,,,,,,,,,
1995,21.73,,,,,,,,,,
1995,21.36,,,,,,,,,,
1995,21.31,,,,,,,,,,
1995,21.64,,,,,,,,,,
1995,21.36,,,,,,,,,,
1995,21.58,,,,,,,,,,
1995,20.08,,,,,,,,,,
1995,19.59,,,,,,,,,,
1995,19.08,,,,,,,,,,
1995,19.06,,,,,,,,,,
1995,19.74,,,,,,,,,,
1995,22.14,,,,,,,,,,
1995,26.76,,,,,,,,,,
1995,28.79,,,,,,,,,,
1995,29.86,,,,,,,,,,
1995,30.62,,,,,,,,,,
1995,31.43,,,,,,,,,,
1995,31.77,,,,,,,,,,
1995,31.99,,,,,,,,,,
1995,30.63,,,,,,,,,,
1995,27.5,,,,,,,,,,
1995,25.69,,,,,,,,,,
1995,24.71,,,,,,,,,,
1995,24.19,,,,,,,,,,
1995,24.02,,,,,,,,,,
1995,23.82,,,,,,,,,,
1995,23.06,,,,,,,,,,
1995,22.76,,,,,,,,,,
1995,22.67,,,,,,,,,,
1995,22.53,,,,,,,,,,
1995,22.69,,,,,,,,,,
1995,23.06,,,,,,,,,,
1995,23.01,,,,,,,,,,
1995,22.57,,,,,,,,,,
1995,22.72,,,,,,,,,,
1995,24.02,,,,,,,,,,
1995,25.34,,,,,,,,,,
1995,27.2,,,,,,,,,,
1995,28.37,,,,,,,,,,
1995,29.73,,,,,,,,,,
1995,30.76,,,,,,,,,,
1995,31.36,,,,,,,,,,
1995,31.31,,,,,,,,,,
1995,30.21,,,,,,,,,,
1995,29.16,,,,,,,,,,
1995,26.22,,,,,,,,,,
1995,23.48,,,,,,,,,,
1995,22.25,,,,,,,,,,
1995,21.26,,,,,,,,,,
1995,20.49,,,,,,,,,,
1995,19.82,,,,,,,,,,
1995,19.6,,,,,,,,,,
1995,19.41,,,,,,,,,,
1995,19.5,,,,,,,,,,
1995,19.27,,,,,,,,,,
1995,19.12,,,,,,,,,,
1995,18.74,,,,,,,,,,
1995,19.17,,,,,,,,,,
1995,21.81,,,,,,,,,,
1995,24.45,,,,,,,,,,
1995,25.83,,,,,,,,,,
1995,27.32,,,,,,,,,,
1995,28.49,,,,,,,,,,
1995,29.59,,,,,,,,,,
1995,30.36,,,,,,,,,,
1995,30.8,,,,,,,,,,
1995,30.85,,,,,,,,,,
1995,29.09,,,,,,,,,,
1995,27.19,,,,,,,,,,
1995,24.79,,,,,,,,,,
1995,23.03,,,,,,,,,,
1995,23.72,,,,,,,,,,
1995,23.77,,,,,,,,,,
1995,23.12,,,,,,,,,,
1995,21.38,,,,,,,,,,
1995,19.27,,,,,,,,,,
1995,18.07,,,,,,,,,,
1995,17.25,,,,,,,,,,
1995,16.5,,,,,,,,,,
1995,16.18,,,,,,,,,,
1995,15.31,,,,,,,,,,
1995,15.6,,,,,,,,,,
1995,18.62,,,,,,,,,,
1995,20.83,,,,,,,,,,
1995,22.08,,,,,,,,,,
1995,23.07,,,,,,,,,,
1995,24.34,,,,,,,,,,
1995,25.34,,,,,,,,,,
1995,26.25,,,,,,,,,,
1995,27.08,,,,,,,,,,
1995,27.37,,,,,,,,,,
1995,26.21,,,,,,,,,,
1995,24.38,,,,,,,,,,
1995,21.69,,,,,,,,,,
1995,20.32,,,,,,,,,,
1995,19.29,,,,,,,,,,
1995,19.2,,,,,,,,,,
1995,18.42,,,,,,,,,,
1995,16.67,,,,,,,,,,
1995,14.94,,,,,,,,,,
1995,13.81,,,,,,,,,,
1995,12.7,,,,,,,,,,
1995,11.58,,,,,,,,,,
1995,10.84,,,,,,,,,,
1995,10.24,,,,,,,,,,
1995,10.47,,,,,,,,,,
1995,13.74,,,,,,,,,,
1995,18.02,,,,,,,,,,
1995,20.83,,,,,,,,,,
1995,22.97,,,,,,,,,,
1995,24.91,,,,,,,,,,
1995,26.89,,,,,,,,,,
1995,28.08,,,,,,,,,,
1995,28.82,,,,,,,,,,
1995,30.04,,,,,,,,,,
1995,26.03,,,,,,,,,,
1995,22.2,,,,,,,,,,
1995,19.77,,,,,,,,,,
1995,18.21,,,,,,,,,,
1995,17.44,,,,,,,,,,
1995,16.54,,,,,,,,,,
1995,16.02,,,,,,,,,,
1995,15.1,,,,,,,,,,
1995,14.4,,,,,,,,,,
1995,13.96,,,,,,,,,,
1995,13.14,,,,,,,,,,
1995,14.54,,,,,,,,,,
1995,15.58,,,,,,,,,,
1995,16.06,,,,,,,,,,
1995,16.81,,,,,,,,,,
1995,19.63,,,,,,,,,,
1995,23.73,,,,,,,,,,
1995,25.66,,,,,,,,,,
1995,27.52,,,,,,,,,,
1995,29.93,,,,,,,,,,
1995,31.87,,,,,,,,,,
1995,32.88,,,,,,,,,,
1995,32.9,,,,,,,,,,
1995,32.79,,,,,,,,,,
1995,31.4,,,,,,,,,,
1995,28.57,,,,,,,,,,
1995,25.09,,,,,,,,,,
1995,23.26,,,,,,,,,,
1995,22.17,,,,,,,,,,
1995,21.8,,,,,,,,,,
1995,20.92,,,,,,,,,,
1995,20.17,,,,,,,,,,
1995,19.22,,,,,,,,,,
1995,18.26,,,,,,,,,,
1995,17.68,,,,,,,,,,
1995,17.33,,,,,,,,,,
1995,16.87,,,,,,,,,,
1995,16.64,,,,,,,,,,
1995,18.61,,,,,,,,,,
1995,21.19,,,,,,,,,,
1995,23.5,,,,,,,,,,
1995,24.69,,,,,,,,,,
1995,24.68,,,,,,,,,,
1995,26,,,,,,,,,,
1995,26.35,,,,,,,,,,
1995,26.43,,,,,,,,,,
1995,26.78,,,,,,,,,,
1995,26.79,,,,,,,,,,
1995,25.59,,,,,,,,,,
1995,24.39,,,,,,,,,,
1995,22.16,,,,,,,,,,
1995,18.57,,,,,,,,,,
1995,16.59,,,,,,,,,,
1995,15.42,,,,,,,,,,
1995,14.53,,,,,,,,,,
1995,13.85,,,,,,,,,,
1995,13.46,,,,,,,,,,
1995,12.97,,,,,,,,,,
1995,12.38,,,,,,,,,,
1995,12.01,,,,,,,,,,
1995,11.57,,,,,,,,,,
1995,11.47,,,,,,,,,,
1995,12.93,,,,,,,,,,
1995,15.79,,,,,,,,,,
1995,18.43,,,,,,,,,,
1995,20.49,,,,,,,,,,
1995,22.08,,,,,,,,,,
1995,23.41,,,,,,,,,,
1995,25.06,,,,,,,,,,
1995,25.88,,,,,,,,,,
1995,26.48,,,,,,,,,,
1995,26.97,,,,,,,,,,
1995,25.59,,,,,,,,,,
1995,23.38,,,,,,,,,,
1995,20.25,,,,,,,,,,
1995,18.7,,,,,,,,,,
1995,18.51,,,,,,,,,,
1995,20.81,,,,,,,,,,
1995,21.75,,,,,,,,,,
1995,21.54,,,,,,,,,,
1995,21.42,,,,,,,,,,
1995,21.53,,,,,,,,,,
1995,21.11,,,,,,,,,,
1995,20.28,,,,,,,,,,
1995,20.91,,,,,,,,,,
1995,20.75,,,,,,,,,,
1995,21.19,,,,,,,,,,
1995,22.39,,,,,,,,,,
1995,23.88,,,,,,,,,,
1995,25.59,,,,,,,,,,
1995,27.27,,,,,,,,,,
1995,28.26,,,,,,,,,,
1995,29.55,,,,,,,,,,
1995,29.64,,,,,,,,,,
1995,30.22,,,,,,,,,,
1995,29.29,,,,,,,,,,
1995,27.43,,,,,,,,,,
1995,25.84,,,,,,,,,,
1995,23.72,,,,,,,,,,
1995,21.63,,,,,,,,,,
1995,18.87,,,,,,,,,,
1995,16.5,,,,,,,,,,
1995,15.62,,,,,,,,,,
1995,14.57,,,,,,,,,,
1995,13.58,,,,,,,,,,
1995,13.19,,,,,,,,,,
1995,12.08,,,,,,,,,,
1995,11.22,,,,,,,,,,
1995,10.56,,,,,,,,,,
1995,10.52,,,,,,,,,,
1995,10.71,,,,,,,,,,
1995,14.48,,,,,,,,,,
1995,17.03,,,,,,,,,,
1995,18.2,,,,,,,,,,
1995,19.09,,,,,,,,,,
1995,20.34,,,,,,,,,,
1995,21.89,,,,,,,,,,
1995,22.85,,,,,,,,,,
1995,23.48,,,,,,,,,,
1995,23.84,,,,,,,,,,
1995,22.71,,,,,,,,,,
1995,21.97,,,,,,,,,,
1995,18.85,,,,,,,,,,
1995,17.17,,,,,,,,,,
1995,16.72,,,,,,,,,,
1995,15.15,,,,,,,,,,
1995,14.17,,,,,,,,,,
1995,12.63,,,,,,,,,,
1995,12.2,,,,,,,,,,
1995,11.52,,,,,,,,,,
1995,11.27,,,,,,,,,,
1995,10.88,,,,,,,,,,
1995,10.26,,,,,,,,,,
1995,10.35,,,,,,,,,,
1995,10.62,,,,,,,,,,
1995,13.52,,,,,,,,,,
1995,18.23,,,,,,,,,,
1995,20.57,,,,,,,,,,
1995,22.26,,,,,,,,,,
1995,25.38,,,,,,,,,,
1995,27.29,,,,,,,,,,
1995,28.06,,,,,,,,,,
1995,28.29,,,,,,,,,,
1995,26.58,,,,,,,,,,
1995,26.46,,,,,,,,,,
1995,24.43,,,,,,,,,,
1995,23.06,,,,,,,,,,
1995,22.33,,,,,,,,,,
1995,22.14,,,,,,,,,,
1995,21.72,,,,,,,,,,
1995,21.05,,,,,,,,,,
1995,20.89,,,,,,,,,,
1995,20.9,,,,,,,,,,
1995,21.51,,,,,,,,,,
1995,22.06,,,,,,,,,,
1995,21.89,,,,,,,,,,
1995,21.76,,,,,,,,,,
1995,21.42,,,,,,,,,,
1995,19.99,,,,,,,,,,
1995,20.82,,,,,,,,,,
1995,23.58,,,,,,,,,,
1995,23.96,,,,,,,,,,
1995,24.73,,,,,,,,,,
1995,25.08,,,,,,,,,,
1995,25.99,,,,,,,,,,
1995,25.9,,,,,,,,,,
1995,25.89,,,,,,,,,,
1995,24.86,,,,,,,,,,
1995,23.27,,,,,,,,,,
1995,21.85,,,,,,,,,,
1995,20.89,,,,,,,,,,
1995,20,,,,,,,,,,
1995,19.75,,,,,,,,,,
1995,19,,,,,,,,,,
1995,18.16,,,,,,,,,,
1995,16.98,,,,,,,,,,
1995,15.99,,,,,,,,,,
1995,15.49,,,,,,,,,,
1995,14.96,,,,,,,,,,
1995,15.4,,,,,,,,,,
1995,15.52,,,,,,,,,,
1995,15.07,,,,,,,,,,
1995,15.37,,,,,,,,,,
1995,16.81,,,,,,,,,,
1995,18.91,,,,,,,,,,
1995,21.31,,,,,,,,,,
1995,23.55,,,,,,,,,,
1995,24.69,,,,,,,,,,
1995,25.84,,,,,,,,,,
1995,26.31,,,,,,,,,,
1995,26.82,,,,,,,,,,
1995,26.59,,,,,,,,,,
1995,24.35,,,,,,,,,,
1995,23.14,,,,,,,,,,
1995,20.18,,,,,,,,,,
1995,19.74,,,,,,,,,,
1995,19.14,,,,,,,,,,
1995,18.02,,,,,,,,,,
1995,16.07,,,,,,,,,,
1995,15.22,,,,,,,,,,
1995,14.97,,,,,,,,,,
1995,13.95,,,,,,,,,,
1995,13.92,,,,,,,,,,
1995,13.56,,,,,,,,,,
1995,12.8,,,,,,,,,,
1995,12.55,,,,,,,,,,
1995,13.13,,,,,,,,,,
1995,16.01,,,,,,,,,,
1995,18.1,,,,,,,,,,
1995,20.76,,,,,,,,,,
1995,23.3,,,,,,,,,,
1995,25.41,,,,,,,,,,
1995,27.23,,,,,,,,,,
1995,27.98,,,,,,,,,,
1995,29.16,,,,,,,,,,
1995,29,,,,,,,,,,
1995,27.49,,,,,,,,,,
1995,24.48,,,,,,,,,,
1995,22.63,,,,,,,,,,
1995,21.55,,,,,,,,,,
1995,20.17,,,,,,,,,,
1995,19.24,,,,,,,,,,
1995,18.13,,,,,,,,,,
1995,17.21,,,,,,,,,,
1995,16.58,,,,,,,,,,
1995,15.93,,,,,,,,,,
1995,15.64,,,,,,,,,,
1995,16.28,,,,,,,,,,
1995,17.21,,,,,,,,,,
1995,16.25,,,,,,,,,,
1995,14.98,,,,,,,,,,
1995,17.19,,,,,,,,,,
1995,19.33,,,,,,,,,,
1995,20.17,,,,,,,,,,
1995,21.18,,,,,,,,,,
1995,22.71,,,,,,,,,,
1995,24.37,,,,,,,,,,
1995,25.65,,,,,,,,,,
1995,26.48,,,,,,,,,,
1995,26.52,,,,,,,,,,
1995,25.12,,,,,,,,,,
1995,23.73,,,,,,,,,,
1995,19.94,,,,,,,,,,
1995,18.54,,,,,,,,,,
1995,17.34,,,,,,,,,,
1995,16.12,,,,,,,,,,
1995,14.55,,,,,,,,,,
1995,13.7,,,,,,,,,,
1995,12.24,,,,,,,,,,
1995,12.19,,,,,,,,,,
1995,11.25,,,,,,,,,,
1995,11.17,,,,,,,,,,
1995,11.08,,,,,,,,,,
1995,11.18,,,,,,,,,,
1995,11.89,,,,,,,,,,
1995,14.92,,,,,,,,,,
1995,19.93,,,,,,,,,,
1995,23.29,,,,,,,,,,
1995,27.4,,,,,,,,,,
1995,30.06,,,,,,,,,,
1995,31.38,,,,,,,,,,
1995,31.39,,,,,,,,,,
1995,31.91,,,,,,,,,,
1995,32.17,,,,,,,,,,
1995,30.69,,,,,,,,,,
1995,29.2,,,,,,,,,,
1995,27.18,,,,,,,,,,
1995,26.61,,,,,,,,,,
1995,24.35,,,,,,,,,,
1995,20.11,,,,,,,,,,
1995,20,,,,,,,,,,
1995,20.06,,,,,,,,,,
1995,19.84,,,,,,,,,,
1995,19.56,,,,,,,,,,
1995,19.6,,,,,,,,,,
1995,20.07,,,,,,,,,,
1995,19.83,,,,,,,,,,
1995,19.03,,,,,,,,,,
1995,17.89,,,,,,,,,,
1995,18.11,,,,,,,,,,
1995,19.58,,,,,,,,,,
1995,21.86,,,,,,,,,,
1995,23.42,,,,,,,,,,
1995,24.43,,,,,,,,,,
1995,25.15,,,,,,,,,,
1995,25.84,,,,,,,,,,
1995,26.71,,,,,,,,,,
1995,26.07,,,,,,,,,,
1995,23.96,,,,,,,,,,
1995,22.78,,,,,,,,,,
1995,20.61,,,,,,,,,,
1995,19.45,,,,,,,,,,
1995,18.97,,,,,,,,,,
1995,18.68,,,,,,,,,,
1995,18.31,,,,,,,,,,
1995,17.82,,,,,,,,,,
1995,17.34,,,,,,,,,,
1995,16.55,,,,,,,,,,
1995,16.12,,,,,,,,,,
1995,15.52,,,,,,,,,,
1995,14.8,,,,,,,,,,
1995,14.8,,,,,,,,,,
1995,14.86,,,,,,,,,,
1995,16.63,,,,,,,,,,
1995,18.65,,,,,,,,,,
1995,20.02,,,,,,,,,,
1995,21.38,,,,,,,,,,
1995,21.77,,,,,,,,,,
1995,22.97,,,,,,,,,,
1995,23.71,,,,,,,,,,
1995,23.77,,,,,,,,,,
1995,22.63,,,,,,,,,,
1995,21.65,,,,,,,,,,
1995,21.57,,,,,,,,,,
1995,18.03,,,,,,,,,,
1995,15.82,,,,,,,,,,
1995,14.83,,,,,,,,,,
1995,13.88,,,,,,,,,,
1995,13.06,,,,,,,,,,
1995,12.57,,,,,,,,,,
1995,11.69,,,,,,,,,,
1995,10.41,,,,,,,,,,
1995,10.74,,,,,,,,,,
1995,10.76,,,,,,,,,,
1995,10.31,,,,,,,,,,
1995,10,,,,,,,,,,
1995,10.61,,,,,,,,,,
1995,13.96,,,,,,,,,,
1995,16.93,,,,,,,,,,
1995,19.24,,,,,,,,,,
1995,21.33,,,,,,,,,,
1995,22.83,,,,,,,,,,
1995,24.26,,,,,,,,,,
1995,24.52,,,,,,,,,,
1995,24.98,,,,,,,,,,
1995,25.03,,,,,,,,,,
1995,23.48,,,,,,,,,,
1995,21.16,,,,,,,,,,
1995,18.56,,,,,,,,,,
1995,17.6,,,,,,,,,,
1995,16.59,,,,,,,,,,
1995,15.42,,,,,,,,,,
1995,13.74,,,,,,,,,,
1995,13.28,,,,,,,,,,
1995,12.98,,,,,,,,,,
1995,12.52,,,,,,,,,,
1995,12.25,,,,,,,,,,
1995,11.74,,,,,,,,,,
1995,11.51,,,,,,,,,,
1995,11.06,,,,,,,,,,
1995,11.39,,,,,,,,,,
1995,14.55,,,,,,,,,,
1995,18.6,,,,,,,,,,
1995,21.98,,,,,,,,,,
1995,24.44,,,,,,,,,,
1995,26.43,,,,,,,,,,
1995,27.51,,,,,,,,,,
1995,28.18,,,,,,,,,,
1995,28.17,,,,,,,,,,
1995,26.62,,,,,,,,,,
1995,26.45,,,,,,,,,,
1995,24.33,,,,,,,,,,
1995,22.67,,,,,,,,,,
1995,21.78,,,,,,,,,,
1995,20.98,,,,,,,,,,
1995,20.59,,,,,,,,,,
1995,20.26,,,,,,,,,,
1995,18.95,,,,,,,,,,
1995,17.2,,,,,,,,,,
1995,16.21,,,,,,,,,,
1995,15.63,,,,,,,,,,
1995,15.71,,,,,,,,,,
1995,16.23,,,,,,,,,,
1995,16.22,,,,,,,,,,
1995,17.36,,,,,,,,,,
1995,18.73,,,,,,,,,,
1995,21.58,,,,,,,,,,
1995,23.73,,,,,,,,,,
1995,26.08,,,,,,,,,,
1995,27.6,,,,,,,,,,
1995,28.84,,,,,,,,,,
1995,30.49,,,,,,,,,,
1995,28.89,,,,,,,,,,
1995,30.36,,,,,,,,,,
1995,28.76,,,,,,,,,,
1995,26.18,,,,,,,,,,
1995,23.45,,,,,,,,,,
1995,21.4,,,,,,,,,,
1995,20.36,,,,,,,,,,
1995,19.51,,,,,,,,,,
1995,18.47,,,,,,,,,,
1995,17.75,,,,,,,,,,
1995,16.94,,,,,,,,,,
1995,15.29,,,,,,,,,,
1995,15.14,,,,,,,,,,
1995,15.08,,,,,,,,,,
1995,14.9,,,,,,,,,,
1995,14.51,,,,,,,,,,
1995,15.15,,,,,,,,,,
1995,18.2,,,,,,,,,,
1995,20.88,,,,,,,,,,
1995,22.39,,,,,,,,,,
1995,23.96,,,,,,,,,,
1995,25.74,,,,,,,,,,
1995,26.98,,,,,,,,,,
1995,28.05,,,,,,,,,,
1995,28.34,,,,,,,,,,
1995,28.68,,,,,,,,,,
1995,26.82,,,,,,,,,,
1995,24.08,,,,,,,,,,
1995,23.49,,,,,,,,,,
1995,22.58,,,,,,,,,,
1995,21.62,,,,,,,,,,
1995,21.04,,,,,,,,,,
1995,20.78,,,,,,,,,,
1995,20.23,,,,,,,,,,
1995,19.36,,,,,,,,,,
1995,18.95,,,,,,,,,,
1995,18.44,,,,,,,,,,
1995,18.53,,,,,,,,,,
1995,18.45,,,,,,,,,,
1995,17.23,,,,,,,,,,
1995,17.88,,,,,,,,,,
1995,20.24,,,,,,,,,,
1995,23.37,,,,,,,,,,
1995,26.26,,,,,,,,,,
1995,27.78,,,,,,,,,,
1995,29.33,,,,,,,,,,
1995,29.92,,,,,,,,,,
1995,31.12,,,,,,,,,,
1995,31.38,,,,,,,,,,
1995,30.67,,,,,,,,,,
1995,29.4,,,,,,,,,,
1995,27.21,,,,,,,,,,
1995,23.83,,,,,,,,,,
1995,22.7,,,,,,,,,,
1995,23.9,,,,,,,,,,
1995,24.94,,,,,,,,,,
1995,24.46,,,,,,,,,,
1995,23.38,,,,,,,,,,
1995,21.45,,,,,,,,,,
1995,20.01,,,,,,,,,,
1995,19.65,,,,,,,,,,
1995,18.93,,,,,,,,,,
1995,16.99,,,,,,,,,,
1995,15.32,,,,,,,,,,
1995,14.57,,,,,,,,,,
1995,14.53,,,,,,,,,,
1995,14.99,,,,,,,,,,
1995,15.25,,,,,,,,,,
1995,15.69,,,,,,,,,,
1995,15.73,,,,,,,,,,
1995,15.64,,,,,,,,,,
1995,15.83,,,,,,,,,,
1995,15.64,,,,,,,,,,
1995,15.87,,,,,,,,,,
1995,15.55,,,,,,,,,,
1995,15.12,,,,,,,,,,
1995,14.63,,,,,,,,,,
1995,14.45,,,,,,,,,,
1995,14.35,,,,,,,,,,
1995,14.29,,,,,,,,,,
1995,14.21,,,,,,,,,,
1995,14.19,,,,,,,,,,
1995,14.2,,,,,,,,,,
1995,14.24,,,,,,,,,,
1995,14.16,,,,,,,,,,
1995,14.02,,,,,,,,,,
1995,14.12,,,,,,,,,,
1995,14.27,,,,,,,,,,
1995,14.74,,,,,,,,,,
1995,15.94,,,,,,,,,,
1995,17.69,,,,,,,,,,
1995,18.27,,,,,,,,,,
1995,19.43,,,,,,,,,,
1995,21.06,,,,,,,,,,
1995,21.1,,,,,,,,,,
1995,21.93,,,,,,,,,,
1995,22.54,,,,,,,,,,
1995,23.1,,,,,,,,,,
1995,22.43,,,,,,,,,,
1995,21.49,,,,,,,,,,
1995,20.97,,,,,,,,,,
1995,19.9,,,,,,,,,,
1995,19.11,,,,,,,,,,
1995,18.66,,,,,,,,,,
1995,18.04,,,,,,,,,,
1995,17.71,,,,,,,,,,
1995,17.17,,,,,,,,,,
1995,16.28,,,,,,,,,,
1995,14.73,,,,,,,,,,
1995,11.97,,,,,,,,,,
1995,10.59,,,,,,,,,,
1995,9.7,,,,,,,,,,
1995,9.56,,,,,,,,,,
1995,12.04,,,,,,,,,,
1995,16.22,,,,,,,,,,
1995,17.52,,,,,,,,,,
1995,18.44,,,,,,,,,,
1995,19.29,,,,,,,,,,
1995,19.11,,,,,,,,,,
1995,20.46,,,,,,,,,,
1995,20.86,,,,,,,,,,
1995,19.97,,,,,,,,,,
1995,17.96,,,,,,,,,,
1995,16.91,,,,,,,,,,
1995,14.29,,,,,,,,,,
1995,11.42,,,,,,,,,,
1995,10.15,,,,,,,,,,
1995,8.94,,,,,,,,,,
1995,8.05,,,,,,,,,,
1995,7.49,,,,,,,,,,
1995,6.941,,,,,,,,,,
1995,6.134,,,,,,,,,,
1995,5.62,,,,,,,,,,
1995,5.545,,,,,,,,,,
